overall,reviewText,,,,,,,,,,
5,Great price. Works fine with my electronics,,,,,,,,,,
1,Left too many bubbles on the screen,,,,,,,,,,
3,It was a lot thicker than it appeared. Definitely not a thin case. It is a great case if you want solid protection and squared edges though.,,,,,,,,,,
4,"I bought a charger from this company, and it worked so well I went ahead and bought their cables too.  For both data transfer over USB 3.1 and for rapid charging, they've worked exactly as advertised.",,,,,,,,,,
5,Initially I was surprised by the weight until I found out how awesome it is! You can literally charge anything with it. I got it for my laptop and galaxy view.  I can watch movies out news all day without an outlet. This will be fantastic when camping and travel.,,,,,,,,,,
5,Love it,,,,,,,,,,
5,very nice case and fast delivery.,,,,,,,,,,
1,not even close to the quality of the screen image t should have.,,,,,,,,,,
4,Very nice case fast shipping,,,,,,,,,,
4,I bought this case for my daughter and she loves it. Has a very nice design and appears to be durable.,,,,,,,,,,
5,"I am so super impressed with this screen protector. I just replaced my phone's screen and I wanted to get a screen protector so my phone would last a little longer. I adore it! There were ZERO, and I mean it! Zero bubbles under the screen protector! If I ever need anymore, I will totally buy these again.",,,,,,,,,,
5,nice,,,,,,,,,,
4,Good item.,,,,,,,,,,
4,"Bought this case for my father this last month. I have to say it's definitely a quality product with an astoundingly amazing value. While I do appreciate the price, I think there are a few things the case could improve upon. First, the clip to attach to the belt is rather weak compared to others, making it a bit difficult to attach without some fiddling. Second, the ""locking"" mechanism of the case is a bit weak and it feels rather low-quality for such a great looking case. Besides these two features, the case does a great job being aesthetically pleasing while being minimalistic and comfortable. This is the best case on amazon, and worth it completely.",,,,,,,,,,
5,I have been so pleased with this purchase!!! It saved my s5 galaxy when I dropped it on concrete!! Then I contact tech armor and they replaced it for me!! Lifetime warranty is so worth it!!!!,,,,,,,,,,
5,As bad as the reviews are for this phone I have actually had really good luck with them. I actually have 2 of them and I have never had an issue. I still have the original one that came out and they only thing I have done was replace the battery. Other then that they have been very stable phones,,,,,,,,,,
2,I liked the belt holster when I first got it. After a week of use the holster would not lock the phone into place. It would flex and allow the phone to fall out. My phone fell out twice. Once in my car and once on the floor.,,,,,,,,,,
5,I've used this charger & it works just fine. Excellent.,,,,,,,,,,
5,This is made so well for the price. I really like the secure way it holds my OnePlus One....in both senses of the term.,,,,,,,,,,
4,"Professional reviewers will tell you that the HTC One X is simply the best Droid phone on the planet and that the upcoming Galaxy III will have to work hard to dethrone it.  While it is an excellent phone, some glaring flaws in the One X made me question the hype.  The ray of sunshine came through for me when I learned to stop worrying and love the Internet.  Read on...When it comes to the Pros, the One X has a whole lot going for it.  The International version has a quad-core processor and 32GB of storage onboard.  I was surprised and disappointed to hear that both the One X and the Galaxy III will be losing that quad-core in the American versions, but I've learned a bit since then.  Number of cores is important to a processor, there's no doubt:  but the internal architecture of the processor is important, too.  The manufacturing of the One X's newer dual-core is more efficient than the older quad-core processor, and sites benchmarking the two have come up with almost identical performance scores.  Using the phone, there's no doubt that everything is speedy and responsive--the browser is fast, apps like Facebook knock load-times out of the park, and games like Angry Birds don't stutter trying to render house-smashing physics.  The One X seems to be slightly less happy making the transition from one app to the other, but it's not a problem, it's more like, ""getting here felt like 110% speed, closing out and opening the next program took a moment and then we were back at 110% again.""  Call quality is quite good, and it seems like these days just about every smartphone makes good, clear calls given good coverage--but speakerphone modes will always be tiny and tinny.Where we have the downsides of AT&T start with the fact that the AT&T version for the US contains only 16GB of storage.  You don't get all of that 16GB by any stretch:  after separate partitions for the system and software, you get just shy of 10GB left for your use.  When you think about the fact that an hour of 1080p HD video clocks in at around 11GB, that's not good--even if you put no music or photos on the phone, you're already limited from the get-go thanks to the storage downgrade.  ""No problem,"" says I, ""I have my 32GB microSD!  I'll just pop it into the...what?  No slot?""  That's right:  no SD slot is a glaring error, and I criticize the pros who say, ""10 GB is plenty!"" or ""they couldn't put a slot in the unibody design"" (oh, really?  Then how did they do just that to hold the SIM card?).  This is the hard part about the One X:  the battery and memory are what they are, and cannot be upgraded or replaced.That said, the ""Sunshine in the Cloud"" comes in learning to wean yourself from copies of everything.  When I take pictures or video on my phone, the first thing I want to do is get them right off the phone and onto a PC, so I can do whatever I want to with them.  HTC have gone out of their way to make that possible for you.  It's amazing:  nearly everything in the interface will allow you to tether yourself to ""a place for your stuff"".  HTC One X users are gifted with 23GB of extra storage on DropBox, for a total of 25, so that takes care of my file storage needs.  Google Play allows you to upload 20,000 songs and stream them anytime, so there goes my obsession with copying MP3s onto an SD Card.  I can automatically upload camera pictures to any one of a number of places:  Flickr, Google+, Dropbox, Facebook, you name it--they can automatically go straight into the cloud and I can pull them down any time.  You might think that would run up your data bill, but everywhere I've looked I can set up how to transfer my files:  on 4G LTE, on Wi-Fi only, on either, or only when I manually push them.Playing music is important to me, so I put the One X through its paces before I settled in:  Google Play has streamed over Wi-Fi without a hiccup, and I even started a stream in 4G, attached to Wi-Fi, and turned 4G off without so much as a dropped note.  I was shocked.  I got in the car, tethered to my car audio, drove around with 4G running the show and all went well.  I also played with Internet Radio (worked great) and an FM app (FM radio is terrible in my area for any device).  The only drawback is that there is a music player native to the phone that expects files to be there, so I'm working through Google Play instead.  One of the professional sites recommended MOG, but they don't tell you that it's $10 a month for the service...no thanks, the One X is quite good with any of the other options!So then we come to the camera.  Yes, you would still be stuck with only being able to record an hour or less of 1080p before needing to offload it to the web (and you can automate that, too)...but I also thought about how I use the video feature on a phone:  in bits and pieces.  The one time I came close to an hour--for my daughter's piano recital--I still ended up recording it in segments, for the simple reason that I can't hold perfectly still for an hour on end with a phone held upright in both hands:  that's what the hand-shaped digital video cameras are for.  The rear camera is 8MP in still shots, and wow, is the shutter speed fast!  My wife brags about her Canon point-and-shoot, but covering my daughter's birthday I was out-shooting her time after time.  The flash is decent for a phone, but just like a regular camera your image quality is best when you shoot with plenty of lighting.  There is a lower-resolution front camera, but I would only imagine that would be useful for snapping thumbnail pics.  Video is also fairly smooth, and the One X not only promises 30fps of 1080p HD, it lets you take still pictures while the video is running.Next we come to the Network.  The HTC One X tethers quickly and it really does appear to make the most of the bandwidth (and there are sites that can give you benchmarks).  For me, I went to a Linksys WRT 610N on the N band, then on its 5N band, then a Netgear WNH-DE1000, and at work we have a brand-new Cisco system that's blazing fast.  Some people are finding that the One X is cranky with older routers, but I think I've figured out the problem.  For some reason, if you connect to a network and move away, the phone still thinks it's connected.  It will pretend to try to connect to other networks (and fail) and sometimes it simply won't see the other networks.  The problem will most likely be fixed in an update, but in the meantime there's a simple workaround:  either manually disconnect from the gone network, or just turn Wi-Fi off and on again:  the new available networks will show up and it will connect quickly.  I've now played with an AT&T hot spot, a Starbucks, and a Panera and all three connect fast.  When I'm on the 4G LTE network, I do notice a very marked improvement over my 3G Captivate:  it's close to broadband performance now.  Bluetooth pairing is also quick and easy--and you can use it to send things like Contact data from your old phone to your One X.One other thing that really impresses me with the HTC One X is Android 4.0, a.k.a. ""Ice Cream Sandwich"".  This new OS is a remarkable improvement in many small ways, such as being able to customize just about every feature (as I'd mentioned earlier with the upload settings).  For the HTC One X, there's a clever little extra bit in the way it unlocks:  drag the silver ring from the bottom across the screen.  Are you just going to make a call?  Or just going to take a picture?  No need to unlock the whole phone and re-load everything:  simply drag that ring across the icon you want and it'll open just that program for you.  I gather you can customize the unlock methods too but I haven't felt the need to do so.  The screen is really bright and clear, and while the Gorilla Glass is supposed to be unscratchable, it's also very smooth:  fingerprint buildup can slow you down, but it comes off really easily with a swipe across a shirtsleeve.  The camera on the back sticks up from the unit, which is weird:  it's like a glass pimple that's begging to get banged on something, but thus far I haven't had it get caught on a pocket or give me grief when handling the phone.  The smooth unibody design is slightly curved and feels comfortable in a medium-to-large hand like mine.  Last, while the phone comes with a quick-start guide, AC charger that splits into a USB cable, and some promo materials, it's worth it to hop out to HTC.com and set up your phone:  there are tons of free apps in the marketplace, you can still use the Play Store (which is Google's new Android Market), and I also use Amazon's App Store for Android.  The PDF manual available from the HTC site is friendly and easy-to-read:  if you're considering an HTC One X, I highly recommend you take the time to read the manual and see if you like these new functions, because there are many more I simply can't fit here.  AT&T does still load your phone with CRAPplications you'll likely never use (as many of them cost a monthly fee and can be had elsewhere for free), and they also still make it impossible to Root your phone, so if you really feel the need to do that, you should consider the Unlocked version (or another carrier).  However, I'm pleased to tell you that I'm not seeing any of that junk running in the background like it used to do on my equally-unrootable Samsung Captivate.If you want a new Smartphone and you like HTC, the One X is an excellent phone.  The lack of an SD slot and reduced storage size for AT&T customers are fairly huge flaws that almost made me return it, but a change in my habits has simplified my life.NOTE:  This review is for the HTC One X sold through AT&T.  If you are seeing it cross-posted under another HTC One X, be aware that Amazon does this and we reviewers have no control over it.",,,,,,,,,,
5,As described works great! Glass is not as original and scratches easily but just need a screen protector.,,,,,,,,,,
5,"Overall amazing phone. Speakers, camera , screen are fantastic. Does rooting and unlocking the bootloader void Huawei warranty?",,,,,,,,,,
5,"I've never used the hinge method before, but it's very effective.  I did have an issue with my area not being very clean so I got some dust under the first protector and had to reapply.  Luckily, the package comes with 3 protectors.  The clarity of the screen protector is excellent and the fit is great.",,,,,,,,,,
5,"It went right on the phone, quickly, no dust under the glass, no bubbles.  Seems to be OK, no noticeable problems of any sort, although I'm very timid, and decided to refrain from bashing it with a large claw hammer.  If you do decide to invoke the hammer torture, please be sure to advise all of us of the outcome.  Ralph L. Seifer, Long Beach, California.",,,,,,,,,,
4,it has a tendency to want to fly into a billion pieces but when together it holds tight and works,,,,,,,,,,
5,"I bought this case simply because I have an Otterbox for almost all of my electronic equipment and have never been disappointed by any of them.  This one is no different, the phone fits in it perfectly and I can see no areas where it doesn't look perfectly contoured to the phone.I can't see why anyone would say this case makes their phone bulky, it barely adds any size to the phone and makes it feel a lot more secure than just holding the phone by itself, which is very slippery due to the smooth surface.I noticed that there were a few who said that one of the corners of the case didn't fit perfectly until used for a while, a suggestion on my part would be to put the bottom end of the phone with the rubber part around it into the hard shell first, then pull slightly until the cover for the charger and headphone port completely through the opening, this will help with getting the hard shell around the rubber part.If anything comes up later, I will be sure to add that in an update, but right now I see no problem with the product and am sure it will protect it from damage if dropped.",,,,,,,,,,
5,Good case arrived fast loved it,,,,,,,,,,
5,I bought this as a spare holster and it does secure the phone nicely.  I tested it right after getting it in the mail and it's ready in case my original holster is lost or broken.,,,,,,,,,,
5,I never thought there would be cases so lovely and practical for the S6 Edge because of the curved screen.  This case offers great protection which is key. It is easy to put on and to clean.  The kickstand makes watching videos and movies more enjoyable.  The credit card feature is helpful for those quick trips to the store.  The case offers great protection with its many layers and in a stylish manner.  I received this case at a discount and I highly recommend it.,,,,,,,,,,
5,Great product and price.,,,,,,,,,,
5,"I had a LUVVITT case for my iPhone 6, was very happy with it but decided to experiment and tried 2 other brands for the new iPhone 7, got disappointed and went back to LUVVITT. And I am happy again: the case looks fantastic, feels great and protects my new phone very well.",,,,,,,,,,
5,"I read a lot of reviews about how some people were getting two part snap together black cases or something.... I just got mine and it was exactly as pictured.Pros:PRICEnice looking case2 screen protectors1 tiny yellow screen cloth thingCons:- not that great of a fit (around the top and bottom and no holes for ambient noise mics)- some imperfections in the material (had a few tiny nubs on the inside)Overall how can anyone really complain with a price like this? The screen protectors were the higher quality triple layer ones but alas i fell victim to dust getting trapped on both of them. Most of this stuff will probably end up in the trash in the next week or two. Again, you get what you pay for.",,,,,,,,,,
5,Good.,,,,,,,,,,
5,"Magpul delivers again and again, this was thin enough to nicely fit in my pocket, and yet gives ample protection for my phone.  The best part is that it now matches my ar and carry pistol.  Great product from a great company.",,,,,,,,,,
3,good,,,,,,,,,,
3,"I love the color orange so that was the big pull to buying this product. It's okay and the price is good for what it does. I'm just not impressed overall with how my smartphone sits in it. The lip curls up in a manner that doesn't allow the phone to really seat down so I don't feel that it is secure. I actually decided to use it to hold my mouse when not in use, seems to work great for that. I am in the process of looking for a better smart phone holder. This might work for you, depending on the type of phone you have but for my Nokia not so much.",,,,,,,,,,
5,"Very happy, no complaints.",,,,,,,,,,
5,Got it for my husband,,,,,,,,,,
5,good sturdy case.  could take some abuse if dropped,,,,,,,,,,
5,"This review has been updated after warranty replacement.I initially got this item and gave it 3 stars because of some issues with the adapter disconnecting on connection. I made Anker customer service aware of this and they sent me a warranty replacement, stating that that was not normal. I received the replacement and have used it for several days and the problem is gone. I appreciate how responsive Anker customer service was with my query - they responded within 24 hours every time.I currently keep 3 devices constantly plugged in with another two cords available for charging, so it's under constant use. So far it's kept up charging with all of them and it's small enough to store conveniently in my small car. I haven't measured the outputs exactly, but it is definitely in line with 2A chargers I have on my wall. I also like how small the car adapter plug is. It protrudes less than the previous car charger I had so I can still use that cup holder under the center console.",,,,,,,,,,
4,"I own a Galaxy S5 and have a great holster with nice thick rubber padding and rear stand already. I bought a bunch of those for my gf, whose family also has S5's. Unfortunately, the belt clip on the holster one of them broke, so I needed a replacement. Instead of having all the eggs in one basket, I thought I would give this holster a try. The funny thing is, this looks very similar to the holster I had when I was using an S3. But when it arrived, I realized there were some good and bad features to this version.First, the good. It snaps in easily and tightly. Once in, the phone feels stable. The buttons are easy to press and all the openings are in the right place. The belt holster is secure and swivels, just like the one that broke. The rear stand is a plus, allowing you to rest the phone on the table as you watch videos. It does everything that it advertised itself to do.Now, the bad. I had assumed that the outside was slightly rubberized because my previous case for the S3 looked exactly the same. In fact, the pictures on this page gives it a sense like it might be rubberized. But it's not. There is no rubber anywhere on this case. It's hard plastic, right against your phone. There is a bit of felt on the holster to prevent your phone screen from getting scuffed, but that's it. That means this is not a great case for drop protection. That hard plastic transfer a lot of the impact right into your phone. It'll still be good for protect it from scratches, but don't expect much shock absorption. Now, the description actually said hard plastic, so I should have read it more carefully.Another negative is the tightness of the case. It's really tight. That's great so that your phone doesn't slip out of the case for any reason, but not great if you need to take out the phone. For example, to change batteries if you own a spare. I pried and pried to the point I was afraid the case itself would scratch up my phone. Eventually, it came out just fine.The holster works well. The belt clip is pretty much the same as the one that broke on the earlier holster. That's not a good or bad thing, as the original one seemed pretty robust.Overall, this case lives up to everything as advertised, but I feel it could have benefited from rubber cushioning or rubberized external case for better grip.",,,,,,,,,,
5,Thee Best Boost Mobile EVER!!! A Must BUY,,,,,,,,,,
2,"I bought this product because my charge port was messed up.  first of all this product does not come with a power outlet just a usb cord.  Second of all it will charge for a little while if you pick up your phone for any reason and try to put it back on the pad it constatly blinks blue and will not charge.  I have to unplug it and replug it up several times to get it to work.  This is very irritating, because you have to watch it to make sure your battery is charging.",,,,,,,,,,
5,"Prompt shipping, as described.  Thanks.",,,,,,,,,,
5,"Love everything about this case, phone feel secure & safe at a great price. Would recommend, wish there were more variety of colors especially red & black one.",,,,,,,,,,
3,Used them on a pair of iPhone 5S.  The button cut out was spot on but the ear piece cut out do not align.  The top and bottom wing holds made installation very easy.,,,,,,,,,,
1,I got a Samsung gear 2 neo and this charger does not fit. the most expensive usb cord I ever bought cause the cradle is not eligible for return.,,,,,,,,,,
5,"Pleasantly suprised with these protectors. The install was easy and air bubble free, and the glass feel definitely surpasses any other non-glass screen protector.",,,,,,,,,,
5,Good,,,,,,,,,,
5,"Absolutly LOVE the case, color, texture, and size, going to keep this one forsurr",,,,,,,,,,
5,received quickly and love it. for me it actually improves my handling of my device which tends to slip away when I try to pick it up. I have no plans to intentionally drop my phone to test this cases veracity at saving it from destruction but it seems pretty sturdy to me.,,,,,,,,,,
5,does the job at a great price,,,,,,,,,,
4,Maybe it miss read that it's clear case ans it actually not that clear but good enough for this price. I like it.,,,,,,,,,,
5,"I love the mix of the pink, black and white polka dot colors. I ordered this particular otter box because I love polka dots.",,,,,,,,,,
1,Ordered 2 by mistake. Good product.,,,,,,,,,,
5,"This is an AWESOME product. I do not believe it was so cheap. I bought it from Noble Planet and it came on the first estimated shipping day. It did NOT come with the MicroSD Card but i don't blame the seller since it was a used phone. But it worked and battery is awesome. Minor scratches but it was used. It came with Box, Charger, Battery, and Battery cover. It has an awesome camera 5MP and comes with 250MB Not with the SD Card. It holds up to 32GB in MicroSD card. It has an awesome QWERTY Keyboard. It lights up very well. Touch screen is awesome. It was Used but it was NOT activated and it came with box. It looked well. I will rate this 5 star. YOU SHOULD BUY THIS!!!!!!Pro:Shape is niceDoes not freezeCan Hold up to 32 GB of MicroSD card5MP Camera w/ flash4 touch sensitive buttons on bottom with Light sensor that lights upSlide out Keyboard with lightAndroidCons:A bit slowBit heavy but not muchHas 400mb built in memoryMust have SD card to take pictures.",,,,,,,,,,
5,"I love the versatility of this stand.  It stores my Droid 4 in either the vertical or horizontal position, has channels and clips to route cables and keep them in place, and has a rubberized base that stays in place nicely. If you charge your phone in the horizontal position and your charging port is on the bottom of your phone, you may want to invest in a low profile or right-angle plug. I don't think there's enough clearance between the bottom of the phone and the stand for a full sized micro plug.  Of course, you could simply flip your phone over and put the charging port on top, but that would be WAY too inventive.",,,,,,,,,,
4,This Samsung Galaxy S4 smartphone works great! Does everything some of the newer versions do! Got this phone 4 my nephew after he broke his Samsung Galaxy S6 smartphone! This was a perfect replacement at a reasonable price for this types of phone!,,,,,,,,,,
5,The product was exactly what was advertised. The product was shipped and arrived in a timely manner. I am happy with it and would recommend it to others. It fit well and provides the protection I was looking for.,,,,,,,,,,
5,Covers the whole screen and customer support is fast and great. Will definitely buy again for other products from this company.,,,,,,,,,,
5,I love it. It works even with the new iOS 7 update which my other one does not. Great buy,,,,,,,,,,
5,This is by far the best dock available for the Samsung Galaxy S4. The fitment was great and I am also using a case. For this being an aftermarket product and not licensed by Samsung I give iBolt an A+++.,,,,,,,,,,
5,Very Good product .,,,,,,,,,,
3,"For most of the last decade there has been a huge outstanding question about cellphone radiation. Some studies say yes, while others say no. There is no doubt that radiation is emitted, but is that radiation unsafe? I'm not sure. But I've been telling my family for years to use headphones and not to put the phone up to their heads. You know, just in case. So if this case reduces radiation then that's a good thing regardless of whether or not is actually dangerous. Unfortunately I have no way to actually test that. So I'll assume the answer is yes, it does reduce exposure. That's the only reason to give this case any stars compared to other cases.Functionally, this case is not well designed. Compared to tried and true dial layer cases like Otterbox or LifeProof or single layer cases like UAG this cases is clunky in the extreme. The rubber inside fits but isn't tight. The hard plastic back connects on the top and each side but only via very small (less than one inch wide) plastic hooks. The bottom had nothing holding the hard case to the phone. The small hooks are so ridged and so small they are hard to get on the phone. (I'll post a picture of how they never really line up correctly.) What we are left with is a phone with very little coverage by the outside case, and a rubber case that's not that great in my opinion.Looks wise, this is close to ugly. With wood print is awkward on a mobile device. It's not a pretty wood either. The clear plastic on black rubber is also not pretty.I'll be clear: if this case didn't claim to reduce radiation exposure it would be a one star case because of the coverage and looks. I can't imagine this won't be updated in future versions of this case.I want this case to be successful. If radiation turns out to be dangerous then we will all have cases like this in the future.  But they will undoubtedly look better though and they will do a better job of covering.",,,,,,,,,,
5,Is great product totally worth it and totally recommended,,,,,,,,,,
5,This little item saved my old lady's phone many of times.,,,,,,,,,,
3,Don't stick good,,,,,,,,,,
5,I prefer this type than the suction cup type of cellphone holder.....all suction cup type eventually falls off with time.....this is stable and works very well on the air vent.,,,,,,,,,,
4,"Exactly as described!  Very nice length, perfect for charging from the back seat. Thank you for the discount!",,,,,,,,,,
5,cool,,,,,,,,,,
5,Recomendado,,,,,,,,,,
5,"I love the convenience of this charger. It came with an extra battery. I never have to plug my phone in to charge. I just charge one battery, switch it with the one in my phone and use it while that next battery is charging...rinse and repeat..lolyep...love this!",,,,,,,,,,
5,Hey fantastic find. It works perfectly with my relatively slim S upcase iPhone 6 case.,,,,,,,,,,
5,I have dropped my phone a few times and this case protects every part of it. Definitely worth every penny,,,,,,,,,,
3,Clip broke twice,,,,,,,,,,
5,awsome,,,,,,,,,,
1,"Tried to peel it apart and it ripped off a piece of skin and 7 days later I still have the wound. Customer service was unable to provide me with a solution as I believe there is a language barrier so Amazon is accepting a refund for the item. Cheaply made; the ""screen protector"" is too sticky to even navigate through the device and I didn't have any patience to figure out the substantiality of the waterproof feature.",,,,,,,,,,
5,"Very good price. Appears to be of good quality.Works as good as the overpriced Apple OEM cable when charging or data transfer..It comes in several lengths and also black and white, so make sure to pick the right size and color for your needs.Purchased from HomeSpot",,,,,,,,,,
4,"Fits S3 nice and snug. It is bit flimsy, but it serves it's purpose very well. The reason I wanted a vent based mounting is that the air would keep the device cool when driving on a hot day. Even though the AC maybe on, but direct sunlight on the device can raise the temperature up very quickly.Thats where the air from the vent helps cooling the device.",,,,,,,,,,
5,excelente,,,,,,,,,,
5,"Perfect fir and looks great, it was rose gold and matchs up perfect with rose gold iPhone 6s. Great protection",,,,,,,,,,
1,"warning! It says it Fits Verizon only Galaxy note 4!. WRONG!. Deceiving!. The mic holes on the bottom does not match!  IR blaster and mic on top , almost matching but not exact! Im returning this!",,,,,,,,,,
1,I usually love cruzerlite cases however for the s5 it did not fit very well so I had to return it I've used these on my s4 and on my evo and they worked out great for some reason the s5 did not fit snug,,,,,,,,,,
4,"The screen protector does not fully cover my iPhone 6s Plus screen completely. Also, some minuscule debris from the packaging was on the screen protector as I was placing it on my phone. It was too small to notice until it was too late. Now I have a noticeable air pocket on the edge of the protector because of the speck of white packaging. I haven't had any major drops yet. Will update if I do.",,,,,,,,,,
4,My daughter bought this case for my future son-in-law but unfortunately it was the wrong case but instead of sending it back I told them to find somebody in need of a case and give it to them well sure enough their friend was in need of a case and loved it,,,,,,,,,,
5,"This case was exactly what I was looking for. Personally I don't like having large bulky cases, and this isn't one of those. You get a light and thin design while still getting high durability for your phone. This isn't going to allow you to submerge your phone in water, but ill will give you a bit of protection against dropping your phone. I also have tempered glass as a screen protector, and find that the doesn't interfere with it at all. The screen protector I use if from Sparin.",,,,,,,,,,
5,"I love this case! I haven't had it long, but I haven't had any issues with how it's put together. The clasp works very well and doesn't seem to be showing any signs of tearing off, but even if, that's nothing that a little super glue can't fix. The wallet part of the case holds my cards very well, and doesn't even come close to being able to scratch my screen.There is one little problem I noticed with this case though: It scratches very, VERY easily, and that makes it look like it was cheaply made. This doesn't really bother me, however, it may be bothersome to others.All in all, great product!",,,,,,,,,,
5,Excellent product and service !! Recommended !!,,,,,,,,,,
5,perfect,,,,,,,,,,
1,Worst product ! Came broken.....,,,,,,,,,,
1,Screen had lines in the middle when powered upReturning it,,,,,,,,,,
5,Slim flexible iphone 6 cover that holds phone in place. It does not protect the screen so you might want to add a screen protector to your screen.,,,,,,,,,,
5,I love this case.  It's perfect!,,,,,,,,,,
5,great product,,,,,,,,,,
5,Excellent &iacute;tem,,,,,,,,,,
5,"Tinier than I thought, but works well. Charges my i-pad, and my kindle. I really like it.",,,,,,,,,,
5,"We have a several weather-proof power bank batteries, and this is one that really seems to be done right. It is ruggedly stylish but has a functional design, with a rubberized covering that is easy to grip (even when damp) and rubber closures for the input and output ports.This power bank's 5000mAh capacity provides the juice needed for most situations, while its size (5 inches long x 3 inches wide and just 1/2 inch thick, weighing only 5 ounces) is perfect for stowing in your pack. I like this battery very much.Given its capacity, solar recharging capability, and its water-resistant design, this power bank is priced at the top end as compared similar devices, seems to be very well constructed, and is ready to hit the trail with you.The solar powered recharging capability is outstanding, though the manufacturer recommends that you reserve the use of solar recharging only for those times when you really need it and that you do not let the battery completely drain and try to recharge it with solar power.We successfully tested the battery using multiple devices, as summarized below.Upon receiving the battery, we plugged the unit into our Samsung S3's wall adapter and two of its four blue LED lights came on indicating that charging was taking place and that it arrived about 50% pre-charged. About two hours later, the unit was fully charged by our 2A wall charger and we put it to immediate use.Operating this battery is simple -- open either rubber cover (one on each side) and just use your cable to connect the battery to your device, and let it work. This battery does come with one short micro-USB cable, so you have to use your own lightning cable if trying to charge an Apple device. We used our own cables and the device produced almost 1% per minute from the 2A port... about half that much from the 1A port.At 5000mAh, this battery is good for a quick boost, a couple charges of our smaller devices, and a full charge for our larger smartphones. It is just the right size to have around for emergencies, on day trips and even as part of our back-up gear when fishing (give the water-resistant covering), hiking and camping.Solar charging capability, affordable, rugged, water-resistant, portable, and did the job as described by the manufacturer. If you are looking for a battery pack of this size, functionality, rugged look and feel, and good capacity, for use as I have described above, then I highly recommend giving this power bank a try based on our experience with it.Recommended.Go for it.We received this item gratis from a seller, without obligation, and decided to objectively test and review it. My statements in this Amazon listing's review reflect that testing experience.",,,,,,,,,,
2,Did nutlike it at all,,,,,,,,,,
5,Looks like the picture.  Fit the phone.,,,,,,,,,,
2,the original picture and description said it covered the whole screen and it was clear. its not. its blue tinted and it doesn't cover the whole rounded part of the screen and home buttons etc. not only does it not cover that but it doesn't even cover the whole square screen part. its too narrow and not tall enough!! the package says its for an iphone 4s. so I gave it to my boyfriend cuz im not paying to send it back and then get a refund for less than that fee.,,,,,,,,,,
5,Nice,,,,,,,,,,
4,"As can be seen in the description, it is a black disc with a clear plastic ring around the circumference.  The clear plastic ring has a series of blue LEDs embedded in it.  When the device is plugged in, the LEDs are off.  When a phone is placed on the device, the LEDs illuminate.  The LEDs ""breathe"", i.e., gradually illuminate and dim, as the phone is being charged.  When the phone is fully charged, the LEDs are steady on.  This is handy to see when your phone is fully charged without having to look at the color of the LED on the phone.For this reason, you will not like to use it next to your bed at night.  However, it kind of looks cool and would look fine on a table or desk.For a Qi charger for bedside use, I would recommend the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/RAVPower-Wireless-Charging-Pad/dp/B00H9B7ALK/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">RAVPower Wireless Charging Pad</a>.",,,,,,,,,,
5,FIT PREFECT,,,,,,,,,,
5,"Great Product, Fast Delivery",,,,,,,,,,
4,look great on my sony xperia z3  and has nice design on the back.,,,,,,,,,,
1,Seriously cheaply made.,,,,,,,,,,
4,"This review is for the roocase [Glacier TOUGH] iPhone 6 (4.7) Hybrid Scratch Resistant Clear PC / TPU Armor Full Body Protection Case Cover with Built-in Screen Protector for Apple iPhone 6 / 6s (2015), Space Gray. I was just issued an iPhone 6 so I was excited to try out cases for this phone. The case arrived on time and undamaged.I like that the case offers all around front, back and side protection. It is a two-part case that has a built-in screen protector and a clear back cover. It adds a little bulk to the phone, but this is outweighed by the full protection that it offers. It is also easy to slide in and out of pant pockets.I have a similar two-part case (Unicorn Beetle) on my Note 5 that I still use to this day. As for this case; all cut-outs are on point and nicely cut. The buttons remain easy to push and the charging port cover is nice; although it would have been nice to also include a headphone port cover.My only complaint is the built-in screen protector. The inside on the protector sticks to the glass screen and creates what is referred to as a rainbow pattern. See attached picture. It is more noticeable when the screen if off.Verdict: 4-Stars! This is a good all-around protection case for your iPhone 6/6s. I took 1 star off because the screen protector sticks to the screen of a brand new and clean phone. I will likely modify this case by removing the built-in screen protector and installing a tempered glass one directly on the phone. I hope Amazon shoppers find this review helpful. Thank you for the opportunity to review this case.How my Ratings Work:1 Star = Awful. Complete junk. Do not buy. Stay far away.2 Stars = Not good at all, but there are a few redeeming qualities...3 Stars = It's okay. It's not terrible, but I'm not thrilled with it either.4 Stars = Fantastic! I love it, but there are a few things that could improve.5 Stars = This product is wonderful in every way. Buy it! Re-buy it! Worship it!!!*If at any time my opinion on this product changes, I will update my review to reflect that.**This product was received either at no or low cost for review, inspection and testing purposes. No compensation for a positive review was provided. All of my reviews are based 100% off of my experience with the product and I never guarantee a positive review.",,,,,,,,,,
3,real tree pattern wore off,,,,,,,,,,
5,Love that it's an actual case and not a bumper! Pretty protection! Stylish and functional at the same time. Love!,,,,,,,,,,
4,"Good price on warehouse,  fits well. Protects well and Waterpoof.  I prefer this one because there is now screen guard automatically attached",,,,,,,,,,
1,"It's impossible to use the volume and power buttons! The coverings on the case pressed down on the actual buttons, but could not connect with my iPhone. Even with the low price, it isn't even worth the $1.00!!!",,,,,,,,,,
3,"This is OK. It's not glass, just thinker normal screen cover. There are some bubbles especially when phone cover is on it, but at least it doesn't lift on the s7 curved edges like others do.",,,,,,,,,,
